SITE_NAME;BEGIN;END;KWH_PERIOD;PERIOD_EUR;period;daily_consumption_EUR;daily_consumption_KWH;bills
1904BB;2020-07-01;2020-07-31;2673;642.21;30;21.407;89.1;34
1904BB;2020-08-01;2020-08-31;2819;676.14;30;22.538;93.96666666666667;34
1904BB;2020-09-01;2020-09-30;2767;574.21;29;19.80034482758621;95.41379310344827;34
1904BB;2020-10-01;2020-10-31;2736;518.53;30;17.284333333333333;91.2;34
1904BB;2020-11-01;2020-11-30;2625;524.32;29;18.080000000000002;90.51724137931035;34
0625KO;2018-01-01;2018-12-31;9623;1512.74;364;4.155879120879121;26.436813186813186;2
0625KO;2019-01-01;2019-12-31;10155;1374.89;364;3.77717032967033;27.89835164835165;2
1389BR;2018-01-01;2018-06-30;4672;557.7;180;3.0983333333333336;25.955555555555556;5
1389BR;2018-07-01;2018-12-31;5012;602.69;183;3.2933879781420767;27.387978142076502;5
1389BR;2019-01-01;2019-06-30;5567;774.2;180;4.301111111111111;30.927777777777777;5
1389BR;2019-07-01;2019-12-31;8665;1266.8;183;6.922404371584699;47.349726775956285;5
1389BR;2020-01-01;2020-06-30;8108;1103.9;181;6.09889502762431;44.79558011049724;5
1902BB;2018-01-01;2018-01-31;940;134.46;30;4.482;31.333333333333332;35
1902BB;2018-02-01;2018-02-28;850;123.2;27;4.562962962962963;31.48148148148148;35
1902BB;2018-03-01;2018-03-31;940;134.53;30;4.484333333333334;31.333333333333332;35
1902BB;2018-04-01;2018-04-30;952;125.85;29;4.339655172413793;32.827586206896555;35
1902BB;2018-05-01;2018-05-31;1007;132.98;30;4.432666666666666;33.56666666666667;35
1902BB;2018-06-01;2018-06-30;982;129.75;29;4.474137931034483;33.86206896551724;35
1902BB;2018-07-01;2018-07-31;1026;135.52;30;4.517333333333334;34.2;35
1902BB;2018-08-01;2018-08-31;1094;143.12;30;4.770666666666667;36.46666666666667;35
1902BB;2018-09-01;2018-09-30;1048;138.17;29;4.764482758620689;36.13793103448276;35
1902BB;2018-10-01;2018-10-31;1024;135.51;30;4.5169999999999995;34.13333333333333;35
1902BB;2018-11-01;2018-11-30;944;125.32;29;4.3213793103448275;32.55172413793103;35
1902BB;2018-12-01;2018-12-31;938;124.27;30;4.142333333333333;31.266666666666666;35
1902BB;2019-01-01;2019-01-31;939;119.1;30;3.9699999999999998;31.3;35
1902BB;2019-02-01;2019-02-28;848;108.27;27;4.01;31.40740740740741;35
1902BB;2019-03-01;2019-03-31;959;121.94;30;4.064666666666667;31.966666666666665;35
1902BB;2019-04-01;2019-04-30;1002;127.31;29;4.39;34.55172413793103;35
1902BB;2019-05-01;2019-05-31;1052;132.86;30;4.428666666666667;35.06666666666667;35
1902BB;2019-06-01;2019-06-30;1052;132.46;29;4.567586206896552;36.275862068965516;35
1902BB;2019-07-01;2019-07-31;901;114.72;30;3.824;30.033333333333335;35
1902BB;2019-08-01;2019-08-31;832;106.53;30;3.551;27.733333333333334;35
1902BB;2019-09-01;2019-09-30;794;101.88;29;3.513103448275862;27.379310344827587;35
1902BB;2019-10-01;2019-10-31;1112;139.76;30;4.658666666666666;37.06666666666667;35
1902BB;2019-11-01;2019-11-30;1218;152.6;29;5.2620689655172415;42.0;35
1902BB;2019-12-01;2019-12-31;1691;209.26;30;6.975333333333333;56.36666666666667;35
1902BB;2020-01-01;2020-01-31;1700;242.12;30;8.070666666666666;56.666666666666664;35
1902BB;2020-02-01;2020-02-29;1592;227.21;28;8.114642857142858;56.857142857142854;35
1902BB;2020-03-01;2020-03-31;1745;249.71;30;8.323666666666666;58.166666666666664;35
1902BB;2020-04-01;2020-04-30;1723;246.41;29;8.496896551724138;59.41379310344828;35
1902BB;2020-05-01;2020-05-31;1782;254.51;30;8.483666666666666;59.4;35
1902BB;2020-06-01;2020-06-30;1752;249.69;29;8.61;60.41379310344828;35
1902BB;2020-07-01;2020-07-31;1821;259.19;30;8.639666666666667;60.7;35
1902BB;2020-08-01;2020-08-31;1846;262.11;30;8.737;61.53333333333333;35
1902BB;2020-09-01;2020-09-30;1758;250.04;29;8.622068965517242;60.62068965517241;35
1902BB;2020-10-01;2020-10-31;1811;257.17;30;8.572333333333335;60.36666666666667;35
1902BB;2020-11-01;2020-11-30;1755;242.44;29;8.36;60.51724137931034;35
1393BR;2018-01-01;2018-12-31;20563;2187.9;364;6.010714285714286;56.49175824175824;2
1393BR;2019-01-01;2019-12-31;25513;2910.78;364;7.996648351648353;70.09065934065934;2
1344BR;2018-01-01;2018-12-31;25963;2912.67;364;8.00184065934066;71.32692307692308;3
1344BR;2019-01-01;2019-12-31;31765;3453.05;364;9.4864010989011;87.26648351648352;3
1344BR;2020-01-01;2020-10-26;25608;3294.79;299;11.019364548494984;85.64548494983278;3
1394BR;2018-09-12;2018-12-31;1097;175.3;110;1.5936363636363637;9.972727272727273;2
1394BR;2019-01-01;2019-12-31;31846;3461.36;364;9.50923076923077;87.48901098901099;2
1136KO;2018-01-01;2018-05-31;5033;680.87;150;4.539133333333333;33.553333333333335;31
1136KO;2018-06-01;2018-06-30;988;134.04;29;4.622068965517241;34.06896551724138;31
1136KO;2018-07-01;2018-07-31;1034;139.65;30;4.655;34.46666666666667;31
1136KO;2018-08-01;2018-08-31;1037;131.01;30;4.367;34.56666666666667;31
1136KO;2018-09-01;2018-09-30;986;125.64;29;4.3324137931034485;34.0;31
1136KO;2018-10-01;2018-10-31;1011;128.68;30;4.289333333333333;33.7;31
1136KO;2018-11-01;2018-11-30;977;124.55;29;4.294827586206896;33.689655172413794;31
1136KO;2018-12-01;2018-12-31;1005;127.95;30;4.265;33.5;31
1136KO;2019-01-01;2019-01-31;1012;141.3;30;4.71;33.733333333333334;31
1136KO;2019-02-01;2019-02-28;910;127.67;27;4.728518518518519;33.7037037037037;31
1136KO;2019-03-01;2019-03-31;1005;140.36;30;4.678666666666667;33.5;31
1136KO;2019-04-01;2019-04-30;976;136.49;29;4.706551724137931;33.6551724137931;31
1136KO;2019-05-01;2019-05-31;1010;141.03;30;4.701;33.666666666666664;31
1136KO;2019-06-01;2019-06-30;1012;141.3;29;4.872413793103449;34.89655172413793;31
1136KO;2019-07-01;2019-07-31;1021;142.5;30;4.75;34.03333333333333;31
1136KO;2019-08-01;2019-08-31;1025;143.04;30;4.768;34.166666666666664;31
1136KO;2019-09-01;2019-09-30;982;137.29;29;4.734137931034483;33.86206896551724;31
1136KO;2019-10-01;2019-10-31;1017;141.97;30;4.732333333333333;33.9;31
1136KO;2019-11-01;2019-11-30;974;136.22;29;4.697241379310345;33.58620689655172;31
1136KO;2019-12-01;2019-12-31;1003;140.1;30;4.67;33.43333333333333;31
1136KO;2020-01-01;2020-01-31;1005;139.95;30;4.665;33.5;31
1136KO;2020-02-01;2020-02-29;941;131.47;28;4.695357142857143;33.607142857142854;31
1136KO;2020-03-01;2020-03-31;1006;140.08;30;4.669333333333333;33.53333333333333;31
1136KO;2020-04-01;2020-04-30;977;136.24;29;4.6979310344827585;33.689655172413794;31
1136KO;2020-05-01;2020-05-31;1009;140.48;30;4.682666666666666;33.63333333333333;31
1136KO;2020-06-01;2020-06-30;982;136.9;29;4.720689655172414;33.86206896551724;31
1136KO;2020-07-01;2020-07-31;1020;141.93;30;4.731;34.0;31
1136KO;2020-08-01;2020-08-31;1024;142.46;30;4.748666666666667;34.13333333333333;31
1136KO;2020-09-01;2020-09-30;975;135.97;29;4.688620689655172;33.62068965517241;31
1136KO;2020-10-01;2020-10-31;1006;140.08;30;4.669333333333333;33.53333333333333;31
1136KO;2020-11-01;2020-11-30;1466;194.21;29;6.696896551724138;50.55172413793103;31
1137KO;2018-01-01;2018-12-31;13521;1600.89;364;4.3980494505494505;37.145604395604394;2
1137KO;2019-01-01;2019-12-31;24923;3283.11;364;9.019532967032967;68.46978021978022;2
1138KO;2018-01-01;2018-12-31;12838;1521.3;364;4.179395604395604;35.26923076923077;2
1138KO;2019-01-01;2019-12-31;11985;1589.93;364;4.36793956043956;32.925824175824175;2
1139KO;2018-01-01;2018-09-30;7167;998.91;272;3.6724632352941176;26.34926470588235;27
1139KO;2018-10-01;2018-10-31;783;110.01;30;3.6670000000000003;26.1;27
1139KO;2018-11-01;2018-11-30;757;106.86;29;3.6848275862068967;26.103448275862068;27
1139KO;2018-12-01;2018-12-31;783;102.21;30;3.4069999999999996;26.1;27
1139KO;2019-01-01;2019-01-31;784;112.04;30;3.734666666666667;26.133333333333333;27
1139KO;2019-02-01;2019-02-28;706;101.62;27;3.7637037037037038;26.14814814814815;27
1139KO;2019-03-01;2019-03-31;783;111.91;30;3.7303333333333333;26.1;27
1139KO;2019-04-01;2019-04-30;759;108.7;29;3.7482758620689656;26.17241379310345;27
1139KO;2019-05-01;2019-05-31;793;113.25;30;3.775;26.433333333333334;27
1139KO;2019-06-01;2019-06-30;805;114.85;29;3.9603448275862068;27.75862068965517;27
1139KO;2019-07-01;2019-07-31;819;116.72;30;3.8906666666666667;27.3;27
1139KO;2019-08-01;2019-08-31;841;119.66;30;3.9886666666666666;28.033333333333335;27
1139KO;2019-09-01;2019-09-30;777;111.11;29;3.8313793103448277;26.79310344827586;27
1139KO;2019-10-01;2019-10-31;811;115.65;30;3.855;27.033333333333335;27
1139KO;2019-11-01;2019-11-30;807;115.12;29;3.9696551724137934;27.82758620689655;27
1139KO;2019-12-01;2019-12-31;841;119.66;30;3.9886666666666666;28.033333333333335;27
1139KO;2020-01-01;2020-01-31;838;119.18;30;3.972666666666667;27.933333333333334;27
1139KO;2020-02-01;2020-02-29;786;112.29;28;4.010357142857143;28.071428571428573;27
1139KO;2020-03-01;2020-03-31;843;119.85;30;3.9949999999999997;28.1;27
1139KO;2020-04-01;2020-04-30;822;117.06;29;4.036551724137931;28.344827586206897;27
1139KO;2020-05-01;2020-05-31;855;121.44;30;4.048;28.5;27
1139KO;2020-06-01;2020-06-30;843;119.85;29;4.132758620689655;29.06896551724138;27
1139KO;2020-07-01;2020-07-31;873;123.82;30;4.1273333333333335;29.1;27
1139KO;2020-08-01;2020-08-31;886;125.54;30;4.184666666666667;29.533333333333335;27
1139KO;2020-09-01;2020-09-30;839;119.32;29;4.11448275862069;28.93103448275862;27
1139KO;2020-10-01;2020-10-31;852;121.04;30;4.034666666666667;28.4;27
1139KO;2020-11-01;2020-11-30;816;116.27;29;4.009310344827586;28.137931034482758;27
1381BR;2018-01-01;2018-12-31;12493;1399.22;364;3.844010989010989;34.32142857142857;2
1381BR;2019-01-01;2019-12-31;24596;2754.75;364;7.5679945054945055;67.57142857142857;2
1125BB;2018-01-01;2018-12-31;8104;1284.2;364;3.5280219780219784;22.263736263736263;2
1125BB;2019-01-01;2019-12-31;14602;2056.9;364;5.650824175824176;40.11538461538461;2
1400BR;2017-07-06;2019-12-31;34389;3782.76;908;4.166035242290749;37.87334801762115;11
1400BR;2020-01-01;2020-02-29;4508;554.03;59;9.390338983050848;76.40677966101696;11
1400BR;2020-03-01;2020-03-31;2721;334.41;30;11.147;90.7;11
1400BR;2020-04-01;2020-04-30;2538;311.92;29;10.755862068965518;87.51724137931035;11
1400BR;2020-05-01;2020-05-31;2517;297.26;30;9.908666666666667;83.9;11
1400BR;2020-06-01;2020-06-30;2984;347.93;29;11.997586206896552;102.89655172413794;11
1400BR;2020-07-01;2020-07-31;3050;353.5;30;11.783333333333333;101.66666666666667;11
1400BR;2020-08-01;2020-08-31;3188;370.45;30;12.348333333333333;106.26666666666667;11
1400BR;2020-09-01;2020-09-30;2077;244.26;29;8.422758620689654;71.62068965517241;11
1400BR;2020-10-01;2020-10-31;2401;282.6;30;9.42;80.03333333333333;11
1400BR;2020-11-01;2020-11-30;2778;329.47;29;11.361034482758622;95.79310344827586;11
1395BR;2018-01-01;2018-06-24;6497;753.88;174;4.332643678160919;37.339080459770116;4
1395BR;2018-06-25;2018-10-17;4367;506.44;114;4.4424561403508775;38.30701754385965;4
1395BR;2018-10-18;2018-12-31;2880;335.08;74;4.528108108108108;38.91891891891892;4
1395BR;2019-01-01;2019-12-31;13470;1538.78;364;4.227417582417583;37.005494505494504;4
0585BR;2018-01-01;2018-12-31;2758;641.38;364;1.762032967032967;7.576923076923077;2
0585BR;2019-01-01;2019-12-31;2664;590.65;364;1.6226648351648352;7.318681318681318;2
1398BR;2018-05-31;2019-12-31;25767;4282.17;579;7.39580310880829;44.50259067357513;1
0529KO;2018-01-01;2018-12-31;1867;427.68;364;1.1749450549450549;5.1291208791208796;2
0529KO;2019-01-01;2019-12-31;3105;541.42;364;1.4874175824175824;8.530219780219781;2
0626KO;2018-01-01;2018-01-31;713;82.78;30;2.759333333333333;23.766666666666666;35
0626KO;2018-02-01;2018-02-28;664;76.82;27;2.845185185185185;24.59259259259259;35
0626KO;2018-03-01;2018-03-31;780;91.65;30;3.055;26.0;35
0626KO;2018-04-01;2018-04-30;690;80.32;29;2.7696551724137928;23.79310344827586;35
0626KO;2018-05-01;2018-05-31;720;86.47;30;2.8823333333333334;24.0;35
0626KO;2018-06-01;2018-06-30;733;87.08;29;3.0027586206896553;25.275862068965516;35
0626KO;2018-07-01;2018-07-31;715;83.66;30;2.7886666666666664;23.833333333333332;35
0626KO;2018-08-01;2018-09-03;805;93.14;33;2.8224242424242423;24.393939393939394;35
0626KO;2018-09-04;2018-10-03;686;78.34;29;2.701379310344828;23.655172413793103;35
0626KO;2018-10-04;2018-11-02;773;91.68;29;3.1613793103448278;26.655172413793103;35
0626KO;2018-11-03;2018-12-03;736;121.44;30;4.048;24.533333333333335;35
0626KO;2018-12-04;2019-01-02;713;99.82;29;3.442068965517241;24.586206896551722;35
0626KO;2019-01-01;2019-01-31;888;124.05;30;4.135;29.6;35
0626KO;2019-02-01;2019-02-28;510;69.31;27;2.567037037037037;18.88888888888889;35
0626KO;2019-03-01;2019-03-31;1140;158.57;30;5.285666666666667;38.0;35
0626KO;2019-04-01;2019-05-02;809;111.72;31;3.6038709677419356;26.096774193548388;35
0626KO;2019-05-01;2019-05-31;936;131.23;30;4.374333333333333;31.2;35
0626KO;2019-06-01;2019-06-30;876;118.96;29;4.102068965517241;30.20689655172414;35
0626KO;2019-07-01;2019-07-31;972;133.55;30;4.451666666666667;32.4;35
0626KO;2019-08-01;2019-09-01;1004;137.05;31;4.420967741935484;32.38709677419355;35
0626KO;2019-09-02;2019-09-30;896;125.26;28;4.473571428571429;32.0;35
0626KO;2019-10-01;2019-11-03;1063;146.59;33;4.442121212121212;32.21212121212121;35
0626KO;2019-11-04;2019-12-02;866;119.42;28;4.265;30.928571428571427;35
0626KO;2019-12-03;2020-01-02;950;131.29;30;4.376333333333333;31.666666666666668;35
0626KO;2020-01-03;2020-01-31;983;133.29;28;4.760357142857143;35.107142857142854;35
0626KO;2020-02-01;2020-02-29;866;118.64;28;4.2371428571428575;30.928571428571427;35
0626KO;2020-03-01;2020-03-31;922;147.24;30;4.908;30.733333333333334;35
0626KO;2020-04-01;2020-04-30;1041;179.05;29;6.174137931034483;35.89655172413793;35
0626KO;2020-05-01;2020-05-31;877;124.71;30;4.157;29.233333333333334;35
0626KO;2020-06-01;2020-06-30;953;135.52;29;4.673103448275862;32.86206896551724;35
0626KO;2020-07-01;2020-08-02;1027;139.26;32;4.351875;32.09375;35
0626KO;2020-08-03;2020-09-01;960;128.26;29;4.422758620689655;33.10344827586207;35
0626KO;2020-09-01;2020-09-30;906;123.94;29;4.273793103448276;31.24137931034483;35
0626KO;2020-10-01;2020-10-31;986;136.96;30;4.565333333333333;32.86666666666667;35
0626KO;2020-11-01;2020-11-30;915;115.56;29;3.9848275862068965;31.551724137931036;35
0530KO;2018-01-01;2018-12-31;2098;554.85;364;1.524313186813187;5.763736263736264;2
0530KO;2019-01-01;2019-12-31;2233;583.4;364;1.6027472527472526;6.134615384615385;2
0531KO;2018-01-01;2018-12-31;1732;373.7;364;1.0266483516483516;4.758241758241758;2
0531KO;2019-01-01;2019-12-31;2577;456.25;364;1.253434065934066;7.079670329670329;2
0616BB;2019-12-01;2019-12-31;849;154.42;30;5.147333333333333;28.3;12
0616BB;2020-01-01;2020-01-31;1154;196.3;30;6.543333333333334;38.46666666666667;12
0616BB;2020-02-01;2020-02-29;666;124.73;28;4.454642857142857;23.785714285714285;12
0616BB;2020-03-01;2020-03-31;912;160.81;30;5.360333333333333;30.4;12
0616BB;2020-04-01;2020-04-30;959;167.7;29;5.782758620689655;33.06896551724138;12
0616BB;2020-05-01;2020-05-31;1057;182.07;30;6.069;35.233333333333334;12
0616BB;2020-06-01;2020-06-30;1101;188.52;29;6.5006896551724145;37.96551724137931;12
0616BB;2020-07-01;2020-07-31;1090;186.91;30;6.230333333333333;36.333333333333336;12
0616BB;2020-08-01;2020-08-31;1091;187.06;30;6.235333333333333;36.36666666666667;12
0616BB;2020-09-01;2020-09-30;1041;179.72;29;6.197241379310345;35.89655172413793;12
0616BB;2020-10-01;2020-10-31;1013;175.62;30;5.854;33.766666666666666;12
0616BB;2020-11-01;2020-11-30;1035;178.85;29;6.167241379310345;35.689655172413794;12
1964BB;2018-03-23;2018-03-31;16;17.0;8;2.125;2.0;33
1964BB;2018-04-01;2018-04-30;1763;202.71;29;6.99;60.793103448275865;33
1964BB;2018-05-01;2018-05-31;2227;241.85;30;8.061666666666666;74.23333333333333;33
1964BB;2018-06-01;2018-06-30;2172;237.17;29;8.178275862068965;74.89655172413794;33
1964BB;2018-07-01;2018-07-31;2257;244.55;30;8.151666666666667;75.23333333333333;33
1964BB;2018-08-01;2018-08-31;2471;262.75;30;8.758333333333333;82.36666666666666;33
1964BB;2018-09-01;2018-09-30;2643;279.22;29;9.628275862068966;91.13793103448276;33
1964BB;2018-10-01;2018-10-31;2583;274.06;30;9.135333333333334;86.1;33
1964BB;2018-11-01;2018-11-30;2660;280.63;29;9.676896551724138;91.72413793103448;33
1964BB;2018-12-01;2018-12-31;2749;288.19;30;9.606333333333334;91.63333333333334;33
1964BB;2019-01-01;2019-01-31;2738;283.25;30;9.441666666666666;91.26666666666667;33
1964BB;2019-02-01;2019-02-28;2471;261.47;27;9.684074074074076;91.51851851851852;33
1964BB;2019-03-01;2019-03-31;2733;282.87;30;9.429;91.1;33
1964BB;2019-04-01;2019-04-30;2644;275.58;29;9.502758620689654;91.17241379310344;33
1964BB;2019-05-01;2019-05-31;2727;282.34;30;9.411333333333333;90.9;33
1964BB;2019-06-01;2019-06-30;2601;272.17;29;9.385172413793104;89.6896551724138;33
1964BB;2019-07-01;2019-07-31;2650;276.14;30;9.204666666666666;88.33333333333333;33
1964BB;2019-08-01;2019-08-31;2663;277.21;30;9.240333333333332;88.76666666666667;33
1964BB;2019-09-01;2019-09-30;2510;264.65;29;9.125862068965516;86.55172413793103;33
1964BB;2019-10-01;2019-10-31;2592;279.51;30;9.317;86.4;33
1964BB;2019-11-01;2019-11-30;2494;271.12;29;9.34896551724138;86.0;33
1964BB;2019-12-01;2019-12-31;2574;277.87;30;9.262333333333334;85.8;33
1964BB;2020-01-01;2020-01-31;2571;334.2;30;11.139999999999999;85.7;33
1964BB;2020-02-01;2020-02-29;2464;322.62;28;11.522142857142857;88.0;33
1964BB;2020-03-01;2020-03-31;2766;355.19;30;11.839666666666666;92.2;33
1964BB;2020-04-01;2020-04-30;2774;354.72;29;12.231724137931035;95.65517241379311;33
1964BB;2020-05-01;2020-05-31;2880;365.73;30;12.191;96.0;33
1964BB;2020-06-01;2020-06-30;2811;358.5;29;12.362068965517242;96.93103448275862;33
1964BB;2020-07-01;2020-07-31;2968;374.81;30;12.493666666666666;98.93333333333334;33
1964BB;2020-08-01;2020-08-31;3065;384.63;30;12.821;102.16666666666667;33
1964BB;2020-09-01;2020-09-30;2843;361.34;29;12.459999999999999;98.03448275862068;33
1964BB;2020-10-01;2020-10-31;2933;370.69;30;12.356333333333334;97.76666666666667;33
1964BB;2020-11-01;2020-11-30;2812;288.12;29;9.935172413793104;96.96551724137932;33
2123BB;2017-12-18;2018-12-31;1810;206.66;378;0.5467195767195767;4.788359788359788;2
2123BB;2019-01-01;2019-12-31;1579;212.31;364;0.5832692307692308;4.337912087912088;2
0627KO;2018-01-01;2018-03-31;1979;280.11;89;3.147303370786517;22.235955056179776;11
0627KO;2018-04-01;2018-06-30;2179;286.6;90;3.184444444444445;24.211111111111112;11
0627KO;2018-07-01;2018-09-30;2239;314.8;91;3.4593406593406595;24.604395604395606;11
0627KO;2018-10-01;2018-12-31;2078;273.57;91;3.0062637362637363;22.835164835164836;11
0627KO;2019-01-01;2019-03-31;2230;324.0;89;3.640449438202247;25.0561797752809;11
0627KO;2019-04-01;2019-06-30;2294;301.41;90;3.349;25.488888888888887;11
0627KO;2019-07-01;2019-09-30;2435;320.15;91;3.518131868131868;26.75824175824176;11
0627KO;2019-10-01;2019-12-31;2383;327.9;91;3.603296703296703;26.186813186813186;11
0627KO;2020-01-01;2020-03-31;2160;282.51;90;3.139;24.0;11
0627KO;2020-04-01;2020-06-30;2346;307.91;90;3.4212222222222226;26.066666666666666;11
0627KO;2020-07-01;2020-09-30;2410;326.41;91;3.5869230769230773;26.483516483516482;11
1612BR;2016-11-01;2018-12-31;19563;2085.44;790;2.6397974683544305;24.763291139240508;2
1612BR;2019-01-01;2019-12-31;21378;2526.88;364;6.941978021978023;58.73076923076923;2
1392BR;2018-01-01;2018-12-31;26573;2914.66;364;8.007307692307691;73.00274725274726;3
1392BR;2019-01-01;2019-06-30;15848;1917.61;180;10.653388888888887;88.04444444444445;3
1392BR;2019-07-01;2019-12-31;16288;1987.14;183;10.858688524590164;89.00546448087432;3
1415BR;2018-01-01;2018-03-31;2678;328.51;89;3.691123595505618;30.089887640449437;11
1415BR;2018-04-01;2018-06-30;2407;300.28;90;3.336444444444444;26.744444444444444;11
1415BR;2018-07-01;2018-09-30;2353;294.82;91;3.23978021978022;25.857142857142858;11
1415BR;2018-10-01;2018-12-31;2568;319.25;91;3.508241758241758;28.21978021978022;11
1415BR;2019-01-01;2019-03-31;2508;373.97;89;4.201910112359551;28.179775280898877;11
1415BR;2019-04-01;2019-06-30;2399;359.87;90;3.9985555555555554;26.655555555555555;11
1415BR;2019-07-01;2019-09-30;2210;335.43;91;3.686043956043956;24.285714285714285;11
1415BR;2019-10-01;2019-12-31;2293;346.14;91;3.8037362637362637;25.197802197802197;11
1415BR;2020-01-01;2020-03-31;2367;310.79;90;3.4532222222222226;26.3;11
1415BR;2020-04-01;2020-06-30;2640;369.34;90;4.103777777777777;29.333333333333332;11
1415BR;2020-07-01;2020-09-30;2568;360.8;91;3.964835164835165;28.21978021978022;11
1128BB;2018-01-01;2018-12-31;13417;2097.38;364;5.762032967032967;36.85989010989011;2
1128BB;2019-01-01;2019-12-31;13287;1980.15;364;5.439972527472528;36.502747252747255;2
1409BR;2019-03-06;2019-12-31;9879;1220.26;300;4.0675333333333334;32.93;1
1416BR;2018-01-01;2018-02-28;3483;393.58;58;6.785862068965517;60.05172413793103;22
1416BR;2018-03-01;2018-05-31;7272;821.74;91;9.030109890109891;79.91208791208791;22
1416BR;2018-06-01;2018-08-31;7282;968.51;91;10.642967032967032;80.02197802197803;22
1416BR;2018-09-01;2018-11-30;6402;851.47;90;9.460777777777778;71.13333333333334;22
1416BR;2018-12-01;2018-12-31;2805;362.41;30;12.080333333333334;93.5;22
1416BR;2019-01-01;2019-01-31;2193;260.09;30;8.669666666666666;73.1;22
1416BR;2019-02-01;2019-03-31;5720;678.39;58;11.696379310344827;98.62068965517241;22
1416BR;2019-04-01;2019-04-30;2448;310.9;29;10.720689655172412;84.41379310344827;22
1416BR;2019-05-01;2019-05-31;3108;394.72;30;13.157333333333334;103.6;22
1416BR;2019-06-01;2019-07-31;4470;563.22;60;9.387;74.5;22
1416BR;2019-08-01;2019-08-31;2950;371.7;30;12.389999999999999;98.33333333333333;22
1416BR;2019-09-01;2019-09-30;2784;359.14;29;12.384137931034482;96.0;22
1416BR;2019-10-01;2019-10-31;2852;367.91;30;12.263666666666667;95.06666666666666;22
1416BR;2019-11-01;2019-12-31;5245;634.65;60;10.577499999999999;87.41666666666667;22
1416BR;2020-02-01;2020-02-29;4570;619.24;28;22.115714285714287;163.21428571428572;22
1416BR;2020-03-01;2020-03-31;3689;505.39;30;16.846333333333334;122.96666666666667;22
1416BR;2020-04-01;2020-04-30;1787;270.55;29;9.329310344827586;61.62068965517241;22
1416BR;2020-05-01;2020-05-31;2781;407.42;30;13.580666666666668;92.7;22
1416BR;2020-06-01;2020-06-30;2859;417.41;29;14.39344827586207;98.58620689655173;22
1416BR;2020-07-01;2020-08-31;5889;836.24;61;13.708852459016393;96.54098360655738;22
1416BR;2020-09-01;2020-10-31;5875;828.38;60;13.806333333333333;97.91666666666667;22
1416BR;2020-11-01;2020-11-30;2056;272.21;29;9.38655172413793;70.89655172413794;22
1405BR;2018-01-01;2018-12-31;25613;2243.7;364;6.164010989010989;70.36538461538461;2
1405BR;2019-01-01;2019-12-31;24319;2919.01;364;8.019258241758243;66.81043956043956;2
1131BB;2018-01-01;2018-12-31;10005;1570.38;364;4.314230769230769;27.486263736263737;2
1131BB;2019-01-01;2019-12-31;11135;1670.47;364;4.589203296703297;30.59065934065934;2
1411BR;2017-12-20;2018-12-31;10338;1300.54;376;3.458882978723404;27.49468085106383;2
1411BR;2019-01-01;2019-12-31;10694;1466.47;364;4.028763736263737;29.37912087912088;2
1129BB;2018-01-01;2018-12-31;21638;2544.63;364;6.990741758241758;59.44505494505494;2
1129BB;2019-01-01;2019-12-31;5256;693.9;364;1.9063186813186812;14.43956043956044;2
1403BR;2018-01-01;2018-12-31;6110;836.91;364;2.2992032967032965;16.785714285714285;3
1403BR;2019-01-01;2019-04-04;1829;239.15;93;2.5715053763440863;19.666666666666668;3
1403BR;2019-04-05;2019-12-31;5131;672.19;270;2.489592592592593;19.003703703703703;3
1401BR;2017-11-06;2018-12-31;11023;1342.58;420;3.1966190476190475;26.245238095238093;2
1401BR;2019-01-01;2019-12-31;9853;1308.87;364;3.595796703296703;27.068681318681318;2
1402BR;2018-01-01;2018-12-31;11376;1415.17;364;3.8878296703296704;31.252747252747252;2
1402BR;2019-01-01;2019-12-31;10603;1383.06;364;3.7996153846153846;29.12912087912088;2
1410BR;2018-01-01;2018-01-31;747;106.77;30;3.5589999999999997;24.9;35
1410BR;2018-02-01;2018-02-28;700;100.8;27;3.7333333333333334;25.925925925925927;35
1410BR;2018-03-01;2018-03-31;818;116.89;30;3.896333333333333;27.266666666666666;35
1410BR;2018-04-01;2018-04-30;769;111.64;29;3.8496551724137933;26.517241379310345;35
1410BR;2018-05-01;2018-05-31;755;110.1;30;3.67;25.166666666666668;35
1410BR;2018-06-01;2018-06-30;841;122.79;29;4.234137931034483;29.0;35
1410BR;2018-07-01;2018-07-31;778;113.48;30;3.7826666666666666;25.933333333333334;35
1410BR;2018-08-01;2018-08-31;900;157.61;30;5.253666666666667;30.0;35
1410BR;2018-09-01;2018-09-30;722;107.22;29;3.697241379310345;24.896551724137932;35
1410BR;2018-10-01;2018-10-31;810;118.61;30;3.9536666666666664;27.0;35
1410BR;2018-11-01;2018-11-30;775;128.99;29;4.4479310344827585;26.724137931034484;35
1410BR;2018-12-01;2018-12-31;750;125.58;30;4.186;25.0;35
1410BR;2019-01-01;2019-01-31;781;129.54;30;4.318;26.033333333333335;35
1410BR;2019-02-01;2019-02-28;742;123.17;27;4.561851851851852;27.48148148148148;35
1410BR;2019-03-01;2019-03-31;823;140.65;30;4.6883333333333335;27.433333333333334;35
1410BR;2019-04-01;2019-04-30;835;140.82;29;4.855862068965517;28.79310344827586;35
1410BR;2019-05-01;2019-05-31;864;143.51;30;4.783666666666666;28.8;35
1410BR;2019-06-01;2019-06-30;809;134.33;29;4.632068965517242;27.896551724137932;35
1410BR;2019-07-01;2019-07-31;922;151.97;30;5.065666666666667;30.733333333333334;35
